payment_id,order_id,method,status,amount,currency,fee,tax,net_amount,created_at,captured_at,merchant_name,customer_email,rrn,settlement_id,notes
pay_hSgiAQvyvHGBzG,,netbanking,captured,349.00,INR,,,,2026-08-07 21:50:19,2026-08-07 21:50:21,URBAN COMPANY,kgxlwoxt@example.com,289013766338,setl_MygT3qMQ2ZoY9M,
pay_oYXTriI6ZWUkEP,order_jwzsVm5OfNwA33,netbanking,captured,12999.00,INR,280.79,50.54,"12,667.67",2026-07-23 22:56:15,2026-07-23 22:56:17,FLIPKART INTERNET,,571278326085,setl_FuDkYknWDZYiSU,
pay_oeJFxU0PHySpgf,order_mMn9yhZATAouBd,upi,captured,1799.00,INR,41.28,7.43,"1,750.29",2026-08-10 13:36:35,2026-08-10 13:36:37,AMAZON RETAIL,nsdtglsz@example.com,502341674689,setl_B2fF3wZgbjhrKJ,
pay_ECqyBhSV1VX9HI,order_Q4CKlyD7gvmKTD,upi,captured,"9,999.00",INR,₹236.38,42.55,9720.07,2026-08-08 17:19:46,2026-08-08 17:19:48,ZOMATO,ciwilkgm@example.com,631599033259,setl_hggdoEgKE1s5dp,
pay_HjjrvcL6JMihAK,order_bQKJLeJXEzfle9,netbanking,captured,₹3499.0,INR,73.11,13.16,3412.73,2026-08-19 13:55:13,2026-08-19 13:55:15,NYKAA,,667532097332,setl_Xvy76rsxDhTvY6,
pay_W6CtZ9vaM9vj0U,order_Xyte47NtUxu1T8,netbanking,captured,199.00,INR,4.91,₹0.88,193.21,2026-08-08 22:17:48,2026-08-08 22:17:50,LENSKART SOLUTIONS,urjmoere@example.com,357769300494,setl_9sXiXUzzHcAkuz,
pay_8OYyKHGBpA6WxK,order_pIHE1gC21DBm9q,netbanking,captured,14999.00,INR,,,,2026-08-08 13:23:21,2026-08-08 13:23:23,LENSKART SOLUTIONS,mtvrvckl@example.com,164290035711,setl_ILV14izS5wnmiz,
pay_ZJJJuHz1gRLIOm,order_SLUX6AZfNW2P35,card,captured,₹599.0,INR,₹14.38,2.59,582.03,2026-08-07 15:59:46,2026-08-07 15:59:48,URBAN COMPANY,widhoclh@example.com,737237569871,setl_8qaxb4aeyOdpY2,
pay_p1xqIlkn7FCOKW,order_d1qTSSeq5Izc0u,upi,captured,12999.00,INR,302.32,54.42,₹12642.26,2026-08-20 01:05:04,2026-08-20 01:05:06,CUREFIT HEALTHCARE,lkzmldnq@example.com,521426928095,setl_3ze6St0HOF5Nlm,
pay_ZIhUe4qrcQ6W78,order_VsVohOa8AAZaHE,netbanking,captured,1199.00,INR,,,,2026-07-29 07:45:34,2026-07-29 07:45:36,MAKEMYTRIP INDIA,iqhopftn@example.com,953627233599,setl_OBozwpuesq7own,
pay_bDdP8EtpLzGzRL,,upi,captured,799.00,INR,17.00,3.06,778.94,2026-07-30 14:01:46,2026-07-30 14:01:48,MAKEMYTRIP INDIA,usmnugub@example.com,303676663656,setl_JiMcapKuqyPIgI,
pay_uQrdh613YZGDGs,order_Q1LDpViWhjFAxW,card,captured,₹199.0,INR,4.58,0.83,193.59,2026-08-11 18:56:32,2026-08-11 18:56:34,FLIPKART INTERNET,zziettbq@example.com,640171643868,setl_4t6JVq5G65mCaT,
pay_dy4cfQCtfn2EyB,,upi,captured,599.00,INR,,,,2026-08-08 19:03:28,2026-08-08 19:03:30,BUNDL TECHNOLOGIES,owajbxei@example.com,389064774725,setl_fC1IzyD52FOyyt,
pay_N7ndE8DU9A4c6M,order_3ovVQwxhnuMyqe,upi,captured,"19,999.00",INR,,,,2026-07-24 00:41:27,,FSN E-COMMERCE,utoifsxk@example.com,661208822349,setl_Cy7QDoIBVQG4iJ,
pay_suqsqlB4rItmDP,order_yb5kdhk27qynv3,wallet,failed,"35,364.11",INR,0.00,0.00,0.00,2026-08-15 22:19:53,,URBAN COMPANY,,,,Payment declined by issuer
pay_4iVXvUJnwPaoWy,order_OI1q1dqnT5eCfY,upi,captured,14999.00,INR,338.33,60.90,"14,599.77",2026-07-30 16:41:51,2026-07-30 16:41:53,URBAN COMPANY,qjaomxzq@example.com,437525673176,setl_QQzMOiRIsTRhhd,
pay_Xp5CgVtofFaOq0,order_OCZzaUT7DiVDe7,card,captured,"4,797.80",INR,101.54,18.28,"4,677.98",2026-07-30 01:20:17,2026-07-30 01:20:19,ZOMATO LIMITED,gomolmps@example.com,824957667212,setl_1rECGdy0kEbFLJ,
pay_JPr3iugn7nPhLt,order_TOz0LIcwtnzspM,upi,captured,299.85,INR,6.32,₹1.14,₹292.39,2026-08-20 17:27:51,2026-08-20 17:27:53,LENSKART SOLUTIONS,squphsxd@example.com,722638608078,setl_XIsLCd0ge7vbIf,
pay_KtH5cOtVfttt97,order_JnCC4UpelbA95U,upi,captured,₹749.0,INR,₹16.63,₹2.99,729.38,2026-08-01 17:29:43,2026-08-01 17:29:45,ZOMATO LIMITED,cnfsrhvc@example.com,673087473888,setl_ZuXr2oMki2LrS4,
pay_RGcKAjGuavi5sD,order_BGj6cHtoCx9gqW,upi,captured,699.00,INR,₹15.79,₹2.84,₹680.37,2026-07-28 16:04:11,2026-07-28 16:04:13,Myntra Designs Pvt Ltd,,,setl_FIai7hUIsy7YbF,
pay_bP4LdlBaUdqgya,order_asfkBPZCy5kfnP,wallet,captured,44.96,INR,,,,2026-08-20 14:20:33,2026-08-20 14:20:35,DELIGHTFUL GOURMET,zehfhqsb@example.com,674140657826,setl_GMxldUOhY5KiNv,
pay_loE7B06Fx05QAT,order_FGjUx9r7yhejwo,netbanking,captured,5999.00,INR,123.28,22.19,5853.53,2026-07-30 07:59:18,,BMS TICKETS,jxwxtlht@example.com,382849811823,setl_08gnZLPqEpkRVB,
pay_1CZWV0soiNSV6S,,card,failed,"31,283.02",INR,₹0.0,₹0.0,0.00,2026-08-13 11:45:10,,FSN E-COMMERCE,,,,Payment declined by issuer
pay_qSHcJFII8kwmUK,order_3vHRNVPPAlI6a6,card,captured,1199.00,INR,24.64,₹4.44,1169.92,2026-08-12 14:12:51,2026-08-12 14:12:53,BUNDL TECHNOLOGIES,,974696549847,setl_WkqPT9FSFMw5fq,
pay_H5nZPoJCbr9mAk,order_vhsTZ06cxM2xhe,upi,captured,599.00,INR,,,,2026-07-23 17:11:17,2026-07-23 17:11:19,CUREFIT HEALTHCARE,xwydolhd@example.com,560403427422,setl_tJ2lkQXoS7e46r,
pay_5i5ZVowKgn6Hvs,order_zCX8dwb3zOb0mH,upi,captured,749.00,INR,16.79,₹3.02,729.19,2026-07-27 06:13:03,2026-07-27 06:13:05,MAKEMYTRIP INDIA,tjsiquqd@example.com,650026770799,,
pay_iqAY6YGnS0l68c,order_J8xXMBep4aMhi2,netbanking,captured,658.79,INR,,,,2026-08-14 18:01:38,2026-08-14 18:01:40,CUREFIT HEALTHCARE,nmymdyyd@example.com,640508855574,setl_OhM38k54UKcTr3,
pay_IRK48224sQ5olP,order_bGGlehczVdvu17,netbanking,captured,599.00,INR,14.28,₹2.57,582.15,2026-08-05 22:27:34,,AMAZON RETAIL,,918021090247,setl_fOQUM8MCjhiw6P,
pay_RYOdg8nIMj4iRB,order_woVTRhF8ReyGkt,wallet,captured,₹115.83,INR,,,,2026-08-10 22:29:01,2026-08-10 22:29:03,THREPSI SOLUTIONS,,694701765545,setl_wZR4H2TI1QQpQI,
pay_ZPKMJ4r1B4KXTS,order_YHvLj9nXPifolN,netbanking,captured,34.17,INR,₹0.77,₹0.14,₹33.26,2026-08-19 07:11:11,2026-08-19 07:11:13,DELIGHTFUL GOURMET,futoehmy@example.com,995212043505,setl_q7olAnWTcDXPmY,
pay_5gVBf73no8xB0f,order_GQLGuL82N8Atd1,upi,captured,₹1799.0,INR,37.70,6.79,"1,754.51",2026-07-30 20:13:42,2026-07-30 20:13:44,URBAN COMPANY,lfcgngor@example.com,858044598306,setl_K2Acm9T3AYfdSm,
pay_0NlgR806vGYHCd,,card,captured,₹4999.0,INR,,,,2026-07-23 12:04:55,2026-07-23 12:04:57,FSN E-COMMERCE,bobzfooz@example.com,655123000486,setl_opDp4ADHAobN1K,
pay_2VOpDBCy0mVyut,order_rAglLDZ37y4Mgg,card,captured,"1,127.76",INR,23.50,₹4.23,₹1100.03,2026-08-07 20:28:07,2026-08-07 20:28:09,URBAN COMPANY,bpdanfeg@example.com,,setl_lCA2lbnsarhtEN,
pay_LlHKfBbtglrfP8,order_d43yKtQg7q4FMu,upi,captured,99.00,INR,2.32,0.42,96.26,2026-07-25 15:02:46,,INNOVATIVE RETAIL CONCEPTS,,996460496095,setl_P6ZJdQKKP3qMke,
pay_UV4sT1bSBA3w7v,order_hHBCwHG6IpKSDj,upi,captured,"4,999.00",INR,,,,2026-07-23 17:07:31,2026-07-23 17:07:33,FLIPKART INTERNET,zbdhvzlc@example.com,561094314724,,
pay_fV96SSEQ94QyJi,order_m4dU2VMHrrKu2C,wallet,captured,₹576.06,INR,,,,2026-08-07 20:07:22,2026-08-07 20:07:24,CUREFIT HEALTHCARE,lyehjbmq@example.com,795704007216,setl_ykLa9CKYRnEHdW,
pay_CTqafGZzz8MNP7,order_3CVl4sRIswK4n7,card,captured,"12,999.00",INR,,,,2026-08-14 11:57:00,2026-08-14 11:57:02,MYNTRA DESIGNS,txuwapbk@example.com,757105261224,setl_tJEGMDjO9Q2bHJ,
pay_4Xyu4N6CgFoXOn,,upi,captured,"12,999.00",INR,323.43,₹58.22,12617.35,2026-08-07 08:28:51,2026-08-07 08:28:53,BIGTREE ENTERTAINMENT,,747274840562,setl_WPzlzUkHBh0G9N,
pay_ntl1BARGkE2yWc,order_LAyEsqYC0sfGxL,card,authorized,₹32827.56,INR,0.00,₹0.0,₹0.0,2026-07-29 09:03:57,,FLIPKART INTERNET,,,,
pay_cnQuOZ01k1MG6l,order_Wp5uWsTF5Fys41,netbanking,captured,3499.00,INR,,,,2026-08-03 17:21:26,2026-08-03 17:21:28,MYNTRA DESIGNS,hkcyfprr@example.com,433215929961,setl_lg2TjLYVQDCGjG,
pay_5SHdcmpYruZLgb,order_iTAKvP3edNM0Az,card,captured,219.04,INR,,,,2026-08-06 17:43:18,2026-08-06 17:43:20,FSN E-COMMERCE,nqialxiu@example.com,603248545671,setl_2ENRXISQ6sZ8hU,
pay_4TyDojTE11DRmX,,upi,captured,3999.00,INR,95.84,17.25,₹3885.91,2026-08-18 18:59:25,2026-08-18 18:59:27,THREPSI SOLUTIONS,dclohccn@example.com,995182479636,setl_4gXyta39SNsEqN,
pay_yfqLLrH8uEbasI,order_97LYr2WioWZw6Z,wallet,captured,"2,499.00",INR,,,,2026-08-12 11:47:59,2026-08-12 11:48:01,MYNTRA DESIGNS,crphhjuc@example.com,926575582402,setl_T9nbYz9kgpKavB,
pay_2ooqqUMOpkhwGI,order_Obfg71fjpOaPdg,card,captured,71.22,INR,,,,2026-07-29 18:42:11,2026-07-29 18:42:13,AMAZON RETAIL,qlzvcavn@example.com,304730618735,setl_8wudG0vOV7YYbW,
pay_d34aGrPwu9iMts,order_lJh6eLE6A7KYC0,card,captured,3499.00,INR,₹85.02,15.30,3398.68,2026-08-08 12:09:31,2026-08-08 12:09:33,URBAN COMPANY,qqtcnmis@example.com,642644859252,setl_EzUHbluRnXmdEg,
pay_QJRN31eifQ5BmR,order_ovpAHujeePH54N,upi,captured,3499.00,INR,₹73.6,₹13.25,3412.15,2026-07-27 15:59:25,2026-07-27 15:59:27,MAKEMYTRIP INDIA,sfiphvpv@example.com,360639468768,setl_kCzoan9rQkLvbB,
pay_VWvP5F0MXgM8yy,order_4CPCLd4WlzfyP9,card,captured,₹44676.64,INR,,,,2026-08-03 12:18:21,2026-08-03 12:18:23,INNOVATIVE RETAIL CONCEPTS,fbjpzund@example.com,534282354223,setl_3yNItHZ7zyqoAF,
pay_uU2MXBpKv5wu2a,order_7XAJNEPAUCYwdq,upi,refunded,2548.89,INR,51.77,9.32,2487.80,2026-07-28 11:34:23,2026-07-28 11:34:25,URBAN COMPANY,,390370792378,setl_hhC4ELpbmTUH1b,
pay_WJAYdLgPqrZEHO,order_hggyDdG6TCiy6m,upi,captured,"3,999.00",INR,,,,2026-08-14 14:18:04,2026-08-14 14:18:06,MAKEMYTRIP INDIA,zihhcvwo@example.com,,setl_0oDNMbENQfk89i,
pay_xIeIKvO0lkeZ0M,order_fgwuLsJ587FWsU,upi,captured,99.00,INR,,,,2026-07-24 07:53:23,2026-07-24 07:53:25,BUNDL TECHNOLOGIES,eztmhthl@example.com,880607610361,setl_8IZN6NCDErVvCi,
pay_mgBe5DOGCrARCR,order_IsmmVHJGIh7sTC,netbanking,captured,355.22,INR,,,,2026-08-03 15:17:32,2026-08-03 15:17:34,ZOMATO LIMITED,gepydeks@example.com,533587388264,setl_L4vTMAO3HmoJ4F,
pay_OJ8tNjMyFhWGYf,order_16dAG0YJhxK9KX,card,captured,149.00,INR,3.06,0.55,₹145.39,2026-07-28 20:49:00,2026-07-28 20:49:02,THREPSI SOLUTIONS,oncutnue@example.com,237990107134,setl_HAoWNger5PD36H,
pay_dorx6eueKnwuuB,order_8A2OiIrXq9P5HO,upi,authorized,₹42900.38,INR,0.00,₹0.0,0.00,2026-07-29 18:13:32,,ZOMATO LIMITED,,,,
pay_fpbLKS6svPDVZv,order_ZpSQvkh4X4Rryd,netbanking,captured,1499.00,INR,₹32.06,5.77,"1,461.17",2026-07-24 21:06:33,2026-07-24 21:06:35,BUNDL TECHNOLOGIES,btzbgszr@example.com,401506032272,setl_e14ZgS3FJjZ2Qd,
pay_V9WjAXrauoOoWX,order_0KUSoG9KdTAMIb,upi,captured,699.00,INR,16.08,₹2.9,680.02,2026-07-24 08:21:37,2026-07-24 08:21:39,FLIPKART INTERNET,xrzidsxy@example.com,181500487047,setl_HH4X1VbgoQrGpu,
pay_E21N9klTx4wjne,order_2Y7Mu2yw3MXv9B,netbanking,captured,"3,499.00",INR,,,,2026-08-04 09:50:52,2026-08-04 09:50:54,ZOMATO LIMITED,ohaaevgp@example.com,599124087866,setl_A04SiXShQguGbs,
pay_nixytvTUbFZEC4,,upi,authorized,"11,937.02",INR,₹0.0,0.00,0.00,2026-08-03 16:10:36,,MAKEMYTRIP INDIA,,,,
pay_hrMoJhh1DLVdRu,order_mdGuMjaRqbV4AI,upi,captured,"14,999.00",INR,310.94,55.97,"14,632.09",2026-08-06 19:09:31,2026-08-06 19:09:33,MYNTRA DESIGNS,lqhmvqio@example.com,901401420306,setl_IoRNVJUHGfmf7j,
pay_fBe2YFsqiJGAO8,,upi,captured,38.05,INR,,,,2026-08-20 18:30:16,2026-08-20 18:30:18,DELIGHTFUL GOURMET,uvvnuzco@example.com,161955933764,setl_YiNl70StQw0wzJ,
pay_tEmT5wd3Gga0HX,order_muVvyAhQtSnAZM,upi,captured,399.00,INR,,,,2026-08-02 15:18:13,2026-08-02 15:18:15,AMAZON RETAIL,hnheeawu@example.com,463559198047,setl_uWUpURpZWSpBLc,
pay_RqUOEVI8mu3L9f,order_H0QWVQUaxYs6w9,upi,captured,₹1499.0,INR,37.44,6.74,1454.82,2026-08-14 09:54:38,2026-08-14 09:54:40,CUREFIT HEALTHCARE,,981556321425,setl_xmULavXQtNNo48,
pay_bdNjrzW2uDRP8O,order_OIWMk7zD2pyinW,card,captured,449.00,INR,10.27,₹1.85,436.88,2026-08-17 15:04:40,2026-08-17 15:04:42,THREPSI SOLUTIONS,ipxhvuux@example.com,464888052030,setl_eNobMnt1Bk20qg,
pay_KPOBDGUSMCLBFr,order_h0L3oOZorOTL1G,upi,captured,₹399.0,INR,,,,2026-07-25 15:10:25,2026-07-25 15:10:27,FSN E-COMMERCE,rntlpqau@example.com,,setl_SiSPESZnRUWQLk,
pay_nqtQJpdaesrn0A,order_AbTsaq1iZXGDKV,upi,captured,64.57,INR,1.53,0.27,62.77,2026-08-07 10:23:08,2026-08-07 10:23:10,AMAZON RETAIL,jwptpaoa@example.com,334350904334,,
pay_YJIPi1m3XkfhwB,,upi,captured,243252.28,INR,6015.21,"1,082.74",236154.33,2026-08-09 19:04:17,2026-08-09 19:04:19,FLIPKART INTERNET,,876686025067,setl_RHCgTVhF51PKTZ,
pay_3mB4G7ALb8sdz7,order_eXGPaGL64zXTfn,upi,captured,395.05,INR,9.06,1.63,₹384.36,2026-08-11 15:52:47,2026-08-11 15:52:49,BIGTREE ENTERTAINMENT,qnilfkgw@example.com,195875816218,setl_yA7a58Q3wxHwH0,
pay_FQm2gn20uvcxk0,order_aVWjP2YRMIbn40,upi,captured,₹599.0,INR,12.94,2.33,583.73,2026-08-12 11:46:58,2026-08-12 11:47:00,MYNTRA DESIGNS,utifpfvi@example.com,662028759001,setl_ahLhffWa2GULpL,
pay_eW3N1bpjNw6H0u,order_ngRDawqMHWhqCP,wallet,captured,₹3499.0,INR,₹76.02,13.68,"3,409.30",2026-07-25 08:43:55,2026-07-25 08:43:57,FSN E-COMMERCE,inyalmxr@example.com,806432116562,setl_a683FF0l5Dzmwy,
pay_Sqxg12NDZFzyfq,order_IGU9ly1AYTZW3C,card,captured,999.00,INR,22.69,4.08,972.23,2026-07-28 08:34:57,2026-07-28 08:34:59,MYNTRA DESIGNS,liqsiddh@example.com,211970926121,setl_X48aqKEJkK14Co,
,,upi,captured,599.00,INR,13.35,2.40,₹583.25,2026-07-23 11:46:30,,DELIGHTFUL GOURMET,,,,
pay_FkuKITIcDISQnU,order_vhR9TcS0npma2Z,netbanking,authorized,₹43743.08,INR,0.00,0.00,0.00,2026-07-30 10:42:24,,INNOVATIVE RETAIL CONCEPTS,,,,
pay_4GCAJ4G3reEgeG,order_hK6Uodgo5MtF1o,upi,captured,"2,559.02",INR,₹62.0,11.16,2485.86,2026-07-26 19:48:12,2026-07-26 19:48:14,AMAZON RETAIL,kdnpkyvy@example.com,806048283190,setl_taZQevpfGTMbFO,
,,upi,captured,₹4999.0,INR,108.92,₹19.61,"4,870.47",2026-08-11 17:07:49,,URBAN COMPANY,,,,
pay_vQBomaHbNWI1uw,order_ycaj8xE3OWeOLg,card,captured,273889.97,INR,₹6014.32,"1,082.58","2,66,793.07",2026-07-29 19:30:17,2026-07-29 19:30:19,AMAZON RETAIL,mqywndzd@example.com,857353541737,setl_ATGAmLbrpDNn6g,
pay_20Y5J0KFtjkflz,order_haAydq8K93Sef4,netbanking,captured,3499.00,INR,85.64,15.42,₹3397.94,2026-08-09 17:08:59,,URBAN COMPANY,yyqaahml@example.com,547753153134,setl_1xMaxUExPAq1pl,
pay_IPhTDnTIjfl3C4,order_2s8gWSI8DBbUI7,netbanking,captured,1299.00,INR,30.47,5.48,"1,263.05",2026-07-31 14:30:53,2026-07-31 14:30:55,CUREFIT HEALTHCARE,avacjzvy@example.com,606160554119,setl_Oy0ulIJqxHP4om,
pay_wD1F1FOL3SUKDB,order_2XYlUjmENBlHcG,netbanking,captured,"8,741.09",INR,208.53,37.54,8495.02,2026-08-19 18:07:48,,URBAN COMPANY,imrjekms@example.com,335038283125,setl_3AKjKQTZcXEvt2,
pay_hLpk6wHPE5Koso,order_OdqKaEMirAjjeN,wallet,captured,26554.01,INR,550.95,99.17,25903.89,2026-07-31 20:14:35,,BIGTREE ENTERTAINMENT,,570581278947,setl_JkDkJXiyd5KotK,
pay_JEhx20kOKdkt5i,order_UL00cwnkElz33W,upi,captured,171695.27,INR,"3,833.28",₹689.99,"1,67,172.00",2026-07-22 18:19:07,2026-07-22 18:19:09,THREPSI SOLUTIONS,numivsxg@example.com,818828876556,setl_LfA2Kw5ojO4cDA,
pay_vyNNNx8fr4jZyu,order_zHaj9BU5FjYHhZ,upi,captured,"2,15,260.32",INR,5320.19,₹957.63,"2,08,982.50",2026-07-26 12:27:29,2026-07-26 12:27:31,LENSKART SOLUTIONS,stftmpgi@example.com,348811594441,setl_V1zGCojs2bPDwN,
pay_negivt1VYbJ3vn,order_CvUykcel3dr2vm,upi,captured,₹5999.0,INR,,,,2026-08-08 15:01:53,2026-08-08 15:01:55,AMAZON RETAIL,,310659490318,setl_dBxvTP22nHX9tM,
pay_oIwFXHlVpeZZkx,order_Hy8izjdgBVkUjm,upi,captured,199.19,INR,,,,2026-08-09 16:04:34,2026-08-09 16:04:36,DELIGHTFUL GOURMET,myiamslo@example.com,944826512173,setl_BYgaTjGThnmRIU,
pay_KdUp9tvy0m0NlH,,upi,captured,29.89,INR,0.61,0.11,₹29.17,2026-08-17 16:02:29,2026-08-17 16:02:31,AMAZON RETAIL,bqeqcmos@example.com,,setl_Pycp0wFb4LrsJh,
pay_HutxBcrMTrYa0r,order_BIhnGyQfcM5Fat,upi,captured,25.85,INR,0.60,0.11,25.14,2026-08-03 18:01:53,2026-08-03 18:01:55,LICIOUS,,717486687578,setl_kogyXaFVt8I8kv,
pay_XYcGy0tVjIgerv,order_32lwCcDRL46o1m,upi,captured,199.00,INR,4.65,₹0.84,193.51,2026-08-19 15:54:02,2026-08-19 15:54:04,FSN E-COMMERCE,,177705406380,setl_Rj1zTyoii3UX47,
pay_o9vlznSia85iPs,order_4aQIH2GdQu6IwY,upi,captured,"2,16,530.47",INR,,,,2026-08-03 08:03:12,2026-08-03 08:03:14,INNOVATIVE RETAIL CONCEPTS,ekexkdgn@example.com,750067386317,setl_c09g6yQRjOazgG,
pay_mbi3fZmuAh7rID,order_xuuU57m8aEokgs,card,refunded,₹449.0,INR,9.34,1.68,437.98,2026-07-27 10:48:46,2026-07-27 10:48:48,FSN E-COMMERCE,,612427007675,setl_PC7xaYDHpfUFCm,
pay_jejXenL032jPtW,order_xdCAMxfxFqDp35,card,captured,₹144.96,INR,,,,2026-08-04 11:28:03,2026-08-04 11:28:05,MYNTRA DESIGNS,pljuwlza@example.com,713566456437,setl_uaFYXacZY4EYE4,
pay_ilqu9VK8Wh84ek,,card,captured,"15,208.16",INR,335.00,₹60.3,14812.86,2026-07-30 22:58:31,2026-07-30 22:58:33,AMZN,,411536699290,setl_8poddre9C9wo6L,
pay_tHUp5PAPgxoMFd,order_fWGrDbzfXGOpt7,card,captured,283.19,INR,6.84,₹1.23,₹275.12,2026-07-28 18:17:44,2026-07-28 18:17:46,DELIGHTFUL GOURMET,,818814094570,setl_C71l8PCLVWlCuY,
pay_ZlRNYCnBjCVsc6,,card,refunded,₹1663.75,INR,₹37.63,6.77,1619.35,2026-08-03 21:56:52,2026-08-03 21:56:54,LENSKART SOLUTIONS,,475848531178,setl_trVz5vDz7xMfwh,
pay_Ko0htJZSGKF18F,order_rnKpei9dFurDO4,upi,failed,26271.10,INR,0.00,₹0.0,0.00,2026-07-22 08:08:44,,FLIPKART INTERNET,,,,Payment declined by issuer
pay_GZirQbpQHEfle7,order_JRLXavWU5Soqlz,upi,captured,₹18389.88,INR,₹379.6,68.33,"17,941.95",2026-07-29 17:46:54,2026-07-29 17:46:56,ZOMATO LIMITED,,997009215368,,
pay_xDYMP2au9hZynP,order_kbjpLiSt8B1tH0,upi,captured,12999.00,INR,320.69,57.72,12620.59,2026-08-10 08:49:21,2026-08-10 08:49:23,ZOMATO LIMITED,,781326433897,setl_FTdRPU1eldNZuc,
pay_XbPUpmLNluDSYv,order_GNUKc89SEPqwr5,card,captured,₹399.0,INR,₹9.88,1.78,387.34,2026-08-19 06:20:19,2026-08-19 06:20:18,MAKEMYTRIP INDIA,pdgzrmtg@example.com,494781272476,setl_7zbk054vcLajqT,
pay_kInQaVrtgje8br,,card,captured,253.95,INR,6.05,1.09,₹246.81,2026-08-19 21:24:42,2026-08-19 21:24:44,FLIPKART INTERNET,aorkvtkm@example.com,819401667841,,
pay_lUurKfg94ZEhCZ,order_kfRB71qzGXWRx1,card,captured,"4,999.00",INR,116.41,20.95,₹4861.64,2026-07-29 11:00:50,2026-07-29 11:00:52,THREPSI SOLUTIONS,,116395602060,setl_UCnoS6Qp3IcJ26,
,,wallet,captured,499.00,INR,10.64,₹1.91,₹486.45,2026-07-22 22:35:16,,DELIGHTFUL GOURMET,,,,
